-1	NONE
0	REACHED_PEAK
1	ERA_CHANGE
2	FEATURE_DISCOVERY
3	STRUCK_DEEP_METAL
4	STRUCK_MINERAL
5	STRUCK_ECONOMIC_MINERAL
6	COMBAT_TWIST_WEAPON
7	COMBAT_LET_ITEM_DROP
8	COMBAT_START_CHARGE
9	COMBAT_SURPRISE_CHARGE
10	COMBAT_JUMP_DODGE_PROJ
11	COMBAT_JUMP_DODGE_STRIKE
12	COMBAT_DODGE
13	COMBAT_COUNTERSTRIKE
14	COMBAT_BLOCK
15	COMBAT_PARRY
16	COMBAT_CHARGE_COLLISION
17	COMBAT_CHARGE_DEFENDER_TUMBLES
18	COMBAT_CHARGE_DEFENDER_KNOCKED_OVER
19	COMBAT_CHARGE_ATTACKER_TUMBLES
20	COMBAT_CHARGE_ATTACKER_BOUNCE_BACK
21	COMBAT_CHARGE_TANGLE_TOGETHER
22	COMBAT_CHARGE_TANGLE_TUMBLE
23	COMBAT_CHARGE_RUSH_BY
24	COMBAT_CHARGE_MANAGE_STOP
25	COMBAT_CHARGE_OBSTACLE_SLAM
26	COMBAT_WRESTLE_LOCK
27	COMBAT_WRESTLE_CHOKEHOLD
28	COMBAT_WRESTLE_TAKEDOWN
29	COMBAT_WRESTLE_THROW
30	COMBAT_WRESTLE_RELEASE_LOCK
31	COMBAT_WRESTLE_RELEASE_CHOKE
32	COMBAT_WRESTLE_RELEASE_GRIP
33	COMBAT_WRESTLE_STRUGGLE
34	COMBAT_WRESTLE_RELEASE_LATCH
35	COMBAT_WRESTLE_STRANGLE_KO
36	COMBAT_WRESTLE_ADJUST_GRIP
37	COMBAT_GRAB_TEAR
38	COMBAT_STRIKE_DETAILS
39	COMBAT_STRIKE_DETAILS_2
40	COMBAT_EVENT_ENRAGED
41	COMBAT_EVENT_STUCKIN
42	COMBAT_EVENT_LATCH_BP
43	COMBAT_EVENT_LATCH_GENERAL
44	COMBAT_EVENT_PROPELLED_AWAY
45	COMBAT_EVENT_KNOCKED_OUT
46	COMBAT_EVENT_STUNNED
47	COMBAT_EVENT_WINDED
48	COMBAT_EVENT_NAUSEATED
49	MIGRANT_ARRIVAL_NAMED
50	MIGRANT_ARRIVAL
51	DIG_CANCEL_WARM
52	DIG_CANCEL_DAMP
53	AMBUSH_DEFENDER
54	AMBUSH_RESIDENT
55	AMBUSH_THIEF
56	AMBUSH_THIEF_SUPPORT_SKULKING
57	AMBUSH_THIEF_SUPPORT_NATURE
58	AMBUSH_THIEF_SUPPORT
59	AMBUSH_MISCHIEVOUS
60	AMBUSH_SNATCHER
61	AMBUSH_SNATCHER_SUPPORT
62	AMBUSH_AMBUSHER_NATURE
63	AMBUSH_AMBUSHER
64	AMBUSH_INJURED
65	AMBUSH_OTHER
66	AMBUSH_INCAPACITATED
67	CARAVAN_ARRIVAL
